month,position,artist,album,indicativerevenue,us,uk,de,fr,ca,au
"Jul 2000","24","Macy Gray","On How Life Is","4184.744","26","30","76","72","-","14"
"Jul 2000","25","Busta Rhymes","Anarchy","4146.354","4","38","63","72","-","-"
"Jul 2000","26","Various Artists","Totally Hits 2","3806.344","18","-","-","-","-","-"
"Jul 2000","27","Shania Twain","Come On Over","3609.271","62","20","-","7","-","31"
"Jul 2000","28","Limp Bizkit","Significant Other","3589.641","41","39","32","-","-","17"
"Jul 2000","29","Don Henley","Inside Job","3545.817","14","-","69","-","-","-"
"Jul 2000","30","The Dixie Chicks","Fly","3510.779","21","-","-","-","-","-"
"Jul 2000","31","Cypress Hill","Skull & Bones","3463.165","27","-","60","-","-","50"
"Jul 2000","32","Original Soundtrack","Romeo Must Die","3439.134","45","-","6","-","-","23"
"Jul 2000","33","Nelly","Country Grammar","3438.237","3","-","-","-","-","-"
"Jul 2000","34","Marc Anthony","Marc Anthony","3397.223","36","-","39","-","-","-"
"Jul 2000","35","A Perfect Circle","Mer De Noms","3350.674","23","-","99","-","-","15"
"Jul 2000","36","Christina Aguilera","Christina Aguilera","3342.255","32","80","-","-","-","-"
"Jul 2000","37","Lil' Kim","The Notorious K.I.M.","3298.107","4","67","76","70","-","-"
"Jul 2000","38","Original Soundtrack","Shaft","3289.588","22","-","-","-","-","-"
"Jul 2000","39","blink-182","Enema Of The State","3277.281","63","18","84","-","-","10"
"Jul 2000","40","Big Tymers","I Got That Work","3268.668","25","-","-","-","-","-"
"Jul 2000","41","Next","Welcome II Nextasy","3250.432","12","99","-","-","-","-"
"Jul 2000","42","DMX","...And Then There Was X","3208.028","27","-","-","-","-","-"
"Jul 2000","43","Eminem","The Slim Shady Lp","3176.347","44","10","-","-","-","-"
"Jul 2000","44","Enrique Iglesias","Enrique","3145.170","51","-","35","71","10","-"
"Jul 2000","45","Jay-Z","Vol 3: Life & Times of S Carter","3106.288","30","-","-","-","-","-"
"Jul 2000","46","Celine Dion","All The Way... A Decade Of Songs","3056.408","43","49","-","-","-","-"
"Jul 2000","47","Kid Rock","Devil Without A Cause","3000.907","29","-","-","-","-","-"
"Jul 2000","48","Hans Zimmer & Lise Gerrard","Gladiator","2996.478","91","22","20","14","-","-"
"Jul 2000","49","The Backstreet Boys","Millennium","2985.894","46","60","-","-","-","-"
"Jul 2000","50","Savage Garden","Affirmation","2981.134","58","15","-","-","-","1"
"Aug 2000","1","Britney Spears","Oops!... I Did It Again","10374.184","2","8","2","14","2","18"
"Aug 2000","2","Eminem","The Marshall Mathers LP","10152.278","1","2","7","2","1","8"
"Aug 2000","3","Eric Clapton & BB King","Riding With The King","7230.881","10","29","2","19","-","13"
"Aug 2000","4","N Sync","No Strings Attached","7020.533","5","32","53","-","3","35"
"Aug 2000","5","Red Hot Chili Peppers","Californication","6757.645","14","9","8","51","5","9"
"Aug 2000","6","Nelly","Country Grammar","6637.303","1","-","-","-","-","-"
"Aug 2000","7","Various Artists","Now 4","6631.135","1","-","-","-","-","-"
"Aug 2000","8","Santana","Supernatural","6499.127","24","10","7","2","-","21"
"Aug 2000","9","Bon Jovi","Crush","5987.765","28","18","1","30","9","13"
"Aug 2000","10","Dr Dre","Dr. Dre -- 2001","5977.411","14","25","37","28","8","-"
"Aug 2000","11","Creed","Human Clay","5782.593","6","-","-","-","3","-"
"Aug 2000","12","Destiny's Child","The Writing's On The Wall","5773.108","11","11","-","-","5","6"
"Aug 2000","13","Sting","Brand New Day","5516.216","10","29","39","-","-","-"
"Aug 2000","14","Moby","Play","5478.027","49","5","49","1","-","1"
"Aug 2000","15","Papa Roach","Infest","5464.223","5","-","-","-","9","50"
"Aug 2000","16","Original Soundtrack","Nutty Professor II: The Klumps","5389.757","4","-","-","-","4","42"
"Aug 2000","17","Three Doors Down","The Better Life","5265.905","8","-","-","-","6","-"
"Aug 2000","18","Toni Braxton","The Heat","5247.174","17","51","33","42","-","47"
"Aug 2000","19","Original Soundtrack","Mission: Impossible 2","4960.403","30","-","3","14","5","8"
"Aug 2000","20","Kid Rock","The History Of Rock","4929.105","12","-","16","-","6","-"
"Aug 2000","21","Whitney Houston","Whitney Houston's Greatest Hits","4763.544","36","5","19","-","-","22"
"Aug 2000","22","Various Artists","Ryde Or Die Vol. II","4623.771","5","-","-","-","-","-"
"Aug 2000","23","Matchbox Twenty","Mad Season","4399.216","14","-","50","-","-","13"
"Aug 2000","24","Everclear","Songs From An American Movie - Vol 1: Learning How To Smile","4236.687","9","51","-","-","3","31"
"Aug 2000","25","Sisqo","Unleash The Dragon","4217.019","29","46","80","39","-","41"
"Aug 2000","26","Joe Thomas","My Name Is Joe","4134.993","16","-","-","-","-","-"
"Aug 2000","27","The Corrs","In Blue","4116.451","-","1","1","2","-","2"
"Aug 2000","28","Macy Gray","On How Life Is","3974.988","30","32","97","-","-","26"
"Aug 2000","29","Lil' Kim","The Notorious K.I.M.","3884.434","13","-","92","-","-","-"
"Aug 2000","30","Limp Bizkit","Significant Other","3882.336","54","39","13","-","-","29"
"Aug 2000","31","Kelly Price","Mirror Mirror","3684.997","16","-","-","-","-","-"
"Aug 2000","32","DMX","...And Then There Was X","3503.213","23","-","-","-","-","-"
"Aug 2000","33","The Dixie Chicks","Fly","3485.836","23","-","-","-","-","-"
"Aug 2000","34","Savage Garden","Affirmation","3453.507","59","7","-","-","-","6"
"Aug 2000","35","Three 6 Mafia","When The Smoke Clears Sixty 6, Sixty 1","3412.389","21","-","-","-","-","-"
"Aug 2000","36","Marc Anthony","Marc Anthony","3334.296","43","-","24","-","-","-"
"Aug 2000","37","Deftones","White Pony","3332.618","32","-","53","72","-","50"
"Aug 2000","38","Christina Aguilera","Christina Aguilera","3307.686","20","92","-","-","-","-"
"Aug 2000","39","Jessica Simpson","Sweet Kisses","3305.498","25","-","-","-","-","-"
"Aug 2000","40","Shania Twain","Come On Over","3301.087","73","28","-","9","-","41"
"Aug 2000","41","Faith Hill","Breathe","3270.338","25","-","-","-","-","-"
"Aug 2000","42","Pink","Can't Take Me Home","3264.175","41","44","-","-","-","43"
"Aug 2000","43","Next","Welcome II Nextasy","3244.053","22","-","-","-","-","-"
"Aug 2000","44","Billy Gilman","One Voice","3234.668","22","-","-","-","-","-"
"Aug 2000","45","Big Tymers","I Got That Work","2999.649","33","-","-","-","-","-"
"Aug 2000","46","Enrique Iglesias","Enrique","2961.726","56","-","40","-","8","24"
"Aug 2000","47","blink-182","Enema Of The State","2871.133","80","34","90","-","-","21"
"Aug 2000","48","Various Artists","Totally Hits 2","2858.524","24","-","-","-","-","-"
"Aug 2000","49","Busta Rhymes","Anarchy","2844.593","30","-","97","-","-","-"
"Aug 2000","50","A Perfect Circle","Mer De Noms","2831.259","46","88","-","-","-","18"
"Sep 2000","1","Eminem","The Marshall Mathers LP","9660.996","2","3","11","2","1","11"
"Sep 2000","2","Britney Spears","Oops!... I Did It Again","9515.036","2","11","3","14","2","13"
"Sep 2000","3","Nelly","Country Grammar","7736.120","1","-","-","-","7","-"
"Sep 2000","4","Red Hot Chili Peppers","Californication","6599.035","13","13","5","41","5","7"
"Sep 2000","5","N Sync","No Strings Attached","6570.320","5","25","51","-","4","39"
"Sep 2000","6","Eric Clapton & BB King","Riding With The King","6085.526","12","33","10","20","-","5"
"Sep 2000","7","Creed","Human Clay","6013.794","4","-","-","-","3","-"
"Sep 2000","8","Bon Jovi","Crush","5641.489","22","18","4","31","-","11"
"Sep 2000","9","Various Artists","Now 4","5617.230","3","-","-","-","-","-"
"Sep 2000","10","Santana","Supernatural","5375.224","31","12","8","3","-","15"
"Sep 2000","11","Sting","Brand New Day","5373.747","9","46","52","-","-","-"
"Sep 2000","12","Destiny's Child","The Writing's On The Wall","5339.856","12","17","-","-","5","6"
"Sep 2000","13","Three Doors Down","The Better Life","5306.468","7","-","45","-","7","-"
"Sep 2000","14","Moby","Play","5266.338","45","8","41","1","-","4"
"Sep 2000","15","Dr Dre","Dr. Dre -- 2001","5244.610","16","31","34","17","10","-"
"Sep 2000","16","Papa Roach","Infest","5175.966","7","-","-","-","5","50"
"Sep 2000","17","Original Soundtrack","Coyote Ugly","4780.829","10","-","-","-","6","-"
"Sep 2000","18","Toni Braxton","The Heat","4635.233","15","60","69","-","-","-"
"Sep 2000","19","Wyclef Jean","The Ecleftic: 2 Sides II A Book","4479.792","9","34","20","25","7","-"
"Sep 2000","20","De La Soul","Art Official Intelligence: Mosaic Thump","4040.562","9","-","21","26","-","32"
"Sep 2000","21","Original Soundtrack","Nutty Professor II: The Klumps","4020.481","10","-","67","-","-","-"
"Sep 2000","22","Whitney Houston","Whitney Houston's Greatest Hits","3733.750","55","8","29","-","-","42"
"Sep 2000","23","Christina Aguilera","Christina Aguilera","3686.474","18","-","-","-","-","-"
"Sep 2000","24","The Corrs","In Blue","3679.190","21","3","1","5","-","2"
"Sep 2000","25","Limp Bizkit","Significant Other","3677.425","48","40","16","-","-","34"
"Sep 2000","26","Pink","Can't Take Me Home","3643.839","32","32","-","-","-","44"
"Sep 2000","27","Various Artists","The Source Hip-Hop Music Awards 2000--The Album","3601.957","17","-","-","-","-","-"
"Sep 2000","28","Kid Rock","The History Of Rock","3570.031","21","-","20","-","-","-"
"Sep 2000","29","Faith Hill","Breathe","3499.668","20","-","-","-","-","-"
"Sep 2000","30","Joe Thomas","My Name Is Joe","3476.927","18","-","-","-","-","-"
"Sep 2000","31","Macy Gray","On How Life Is","3473.053","32","43","-","-","-","33"
"Sep 2000","32","Sisqo","Unleash The Dragon","3455.647","43","61","81","36","-","47"
"Sep 2000","33","Original Soundtrack","Mission: Impossible 2","3428.683","44","-","7","17","-","12"
"Sep 2000","34","Matchbox Twenty","Mad Season","3427.319","24","-","80","-","-","11"
"Sep 2000","35","DMX","...And Then There Was X","3395.057","23","-","-","-","-","-"
"Sep 2000","36","Various Artists","Ryde Or Die Vol. II","3344.037","15","-","-","-","-","-"
"Sep 2000","37","Billy Gilman","One Voice","3290.822","22","-","-","-","-","-"
"Sep 2000","38","Next","Welcome II Nextasy","3145.622","37","92","45","-","-","-"
"Sep 2000","39","Savage Garden","Affirmation","3140.684","60","7","73","-","-","7"
"Sep 2000","40","Baha Men","Who Let The Dogs Out","3121.009","14","-","-","-","-","-"
"Sep 2000","41","The Dixie Chicks","Fly","3087.254","27","-","-","-","-","-"
"Sep 2000","42","Yolanda Adams","Mountain High...Valley Low","3083.576","24","-","-","-","-","-"
"Sep 2000","43","Everclear","Songs From An American Movie - Vol 1: Learning How To Smile","3029.191","25","-","-","-","-","-"
"Sep 2000","44","Big Tymers","I Got That Work","3014.300","30","-","-","-","-","-"
"Sep 2000","45","Marc Anthony","Marc Anthony","2912.047","50","-","22","-","-","-"
"Sep 2000","46","Shania Twain","Come On Over","2880.111","83","29","-","11","-","40"
"Sep 2000","47","Robbie Williams","Sing When You're Winning","2864.151","-","1","1","19","-","7"
"Sep 2000","48","Disturbed","The Sickness","2849.278","35","-","-","-","-","-"
"Sep 2000","49","Kelly Price","Mirror Mirror","2819.799","30","-","-","-","-","-"
"Sep 2000","50","Jessica Simpson","Sweet Kisses","2818.896","34","-","-","-","-","-"
"Oct 2000","1","Madonna","Music","9409.644","1","1","1","1","1","2"
"Oct 2000","2","Eminem","The Marshall Mathers LP","8640.957","3","5","7","9","3","14"
"Oct 2000","3","Britney Spears","Oops!... I Did It Again","7281.053","6","21","7","41","6","17"
"Oct 2000","4","Nelly","Country Grammar","7127.520","2","-","66","-","7","-"
"Oct 2000","5","LL Cool J","GOAT Featuring James T. Smith: The Greatest Of All Time","6048.430","1","90","17","-","5","-"
"Oct 2000","6","Creed","Human Clay","5959.098","4","-","-","-","4","35"
"Oct 2000","7","Three Doors Down","The Better Life","5472.863","8","-","45","-","18","-"
"Oct 2000","8","N Sync","No Strings Attached","5395.437","8","63","57","-","-","-"
"Oct 2000","9","The Corrs","In Blue","5353.589","21","12","5","15","-","4"
"Oct 2000","10","Red Hot Chili Peppers","Californication","4974.148","19","32","12","36","-","15"
"Oct 2000","11","Radiohead","Kid A","4952.255","1","1","4","1","1","2"
"Oct 2000","12","Baha Men","Who Let The Dogs Out","4776.911","7","-","-","-","-","-"
"Oct 2000","13","Boyz II Men","Nathan Michael Shawn Wanya","4670.920","4","-","24","47","-","25"
"Oct 2000","14","Destiny's Child","The Writing's On The Wall","4666.110","16","42","-","48","-","7"
"Oct 2000","15","Papa Roach","Infest","4553.982","11","-","-","-","9","-"
"Oct 2000","16","Moby","Play","4549.420","52","9","42","5","20","11"
"Oct 2000","17","Barenaked Ladies","Maroon","4547.278","5","-","-","-","2","-"
"Oct 2000","18","Andrea Bocelli","Verdi","4532.141","23","35","22","45","-","20"
"Oct 2000","19","Bon Jovi","Crush","4368.079","31","56","14","-","-","21"
"Oct 2000","20","Santana","Supernatural","4258.717","45","23","19","16","-","39"
"Oct 2000","21","Pink","Can't Take Me Home","4254.056","29","13","-","-","-","10"
"Oct 2000","22","Mystikal","Let's Get Ready","4204.578","1","-","-","-","-","-"
"Oct 2000","23","Eric Clapton & BB King","Riding With The King","4151.865","25","83","25","44","-","33"
"Oct 2000","24","Dr Dre","Dr. Dre -- 2001","4128.289","34","49","44","15","-","-"
"Oct 2000","25","Various Artists","Now 4","4127.333","10","-","-","-","-","-"
"Oct 2000","26","Original Soundtrack","Coyote Ugly","4008.148","17","-","5","-","14","-"
"Oct 2000","27","Mark Knopfler","Sailing To Philadelphia","3958.536","60","4","1","7","-","32"
"Oct 2000","28","98 Degrees","Revelation","3833.767","2","-","-","-","2","40"
"Oct 2000","29","Sting","Brand New Day","3818.478","15","96","76","-","-","26"
"Oct 2000","30","Faith Hill","Breathe","3637.029","21","-","-","-","-","-"
"Oct 2000","31","Wyclef Jean","The Ecleftic: 2 Sides II A Book","3610.428","26","-","39","-","-","-"
"Oct 2000","32","Cash Money Millionaires","Baller Blockin","3546.029","13","-","-","-","-","-"
"Oct 2000","33","Too Short","You Nasty","3410.488","12","-","-","-","-","-"
"Oct 2000","34","Toni Braxton","The Heat","3384.629","28","99","71","-","-","-"
"Oct 2000","35","Limp Bizkit","Significant Other","3373.538","49","86","20","-","-","36"
"Oct 2000","36","Green Day","Warning","3290.099","4","4","21","58","2","7"
"Oct 2000","37","Christina Aguilera","Christina Aguilera","3218.810","22","-","-","-","-","25"
"Oct 2000","38","Robbie Williams","Sing When You're Winning","3169.677","110","3","2","53","17","29"
"Oct 2000","39","Matchbox Twenty","Mad Season","3151.328","31","-","-","-","-","20"
"Oct 2000","40","George Strait","George Strait","3093.974","7","-","-","-","-","-"
"Oct 2000","41","Disturbed","The Sickness","3084.388","29","-","-","-","-","-"
"Oct 2000","42","Craig David","Born To Do It","3082.074","-","5","3","13","-","10"
"Oct 2000","43","Yolanda Adams","Mountain High...Valley Low","2977.513","29","-","-","-","-","-"
"Oct 2000","44","Jill Scott","Who Is Jill Scott? - Words And Sounds Vol. 1","2932.933","44","75","-","-","-","-"
"Oct 2000","45","The Dixie Chicks","Fly","2927.501","26","-","-","-","-","-"
"Oct 2000","46","Sarah Brightman","La Luna","2922.655","31","-","-","-","10","-"
"Oct 2000","47","Dj Clue","DJ Clue Presents: Backstage -- Mixtape (Music Inspired By The Film)","2861.999","18","-","-","-","-","-"
"Oct 2000","48","Bjork","SelmaSongs","2816.563","41","80","22","4","-","-"
"Oct 2000","49","Fuel","Something Like Human","2805.333","17","-","-","-","-","12"
"Oct 2000","50","Shyne","Shyne","2780.751","5","-","-","-","-","-"
"Nov 2000","1","Limp Bizkit","Chocolate Starfish & The Hot Dog Flavoured Water","9084.414","1","8","1","21","1","1"
"Nov 2000","2","Madonna","Music","7160.627","6","11","3","8","2","6"
"Nov 2000","3","Eminem","The Marshall Mathers LP","6775.816","9","5","10","19","6","24"
"Nov 2000","4","Nelly","Country Grammar","6403.030","2","93","69","-","16","-"
"Nov 2000","5","Britney Spears","Oops!... I Did It Again","6319.996","11","25","9","53","12","17"
"Nov 2000","6","Lenny Kravitz","Greatest Hits","5821.631","2","12","2","-","2","17"
"Nov 2000","7","Ja Rule","Rule 3:36","5722.678","1","-","72","-","8","-"
"Nov 2000","8","U2","All That You Can't Leave Behind","5701.469","3","1","1","1","1","1"
"Nov 2000","9","Creed","Human Clay","5577.661","4","-","-","-","3","30"
"Nov 2000","10","Radiohead","Kid A","5338.608","10","17","14","24","1","9"
"Nov 2000","11","Baha Men","Who Let The Dogs Out","5060.572","5","-","-","-","-","-"
"Nov 2000","12","Three Doors Down","The Better Life","4789.687","8","-","71","-","18","-"
"Nov 2000","13","N Sync","No Strings Attached","4755.749","13","59","76","-","15","-"
"Nov 2000","14","Mystikal","Let's Get Ready","4646.556","3","-","-","-","-","-"
"Nov 2000","15","Papa Roach","Infest","4481.152","17","-","5","-","9","-"
"Nov 2000","16","Green Day","Warning","4476.430","14","41","38","-","4","13"
"Nov 2000","17","98 Degrees","Revelation","4461.161","5","-","-","-","11","-"
"Nov 2000","18","Ludacris","Back For The First Time","4369.399","4","-","-","-","-","-"
"Nov 2000","19","Mark Knopfler","Sailing To Philadelphia","3947.514","86","36","1","12","-","16"
